query|concept|titles|num_titles|concept_in|labeled_concept
食道 癌 最后 的 症状|食道癌症状|食道 癌 症状 有哪些 如果 是 发展 到 了 晚期 呢 有 . . . 有 问 必答|1|contained_in_title|食道癌的症状
武汉 必 去 旅游 景点|武汉旅游景点|武汉 旅游 景点 大全 2018 武汉 旅游 必 去 景点 武汉 景点 推荐|1|contained_in_title|武汉旅游景点
泰 拉瑞 亚 钻头 坐骑|泰拉瑞亚坐骑|泰拉瑞亚 坐骑 大全 4399 手机 游戏 网,泰拉瑞亚 坐骑 大全 泰拉瑞亚 全 坐骑 获得 . . . 巴士 单机 游戏|2|contained_in_title|泰拉瑞亚坐骑
尼古拉特斯拉 的 预言|尼古拉特斯拉预言|尼古拉特斯拉 预言 有哪些 搜狗 问问|1|contained_in_title|尼古拉特斯拉预言
泰国 动作 明星 排行 榜|泰国动作电影|明星 2016 泰国 动作 电影 大全 明星 2016 泰国 动作 电影 排行 榜 搜狗 影视,明星 2016 泰国 动作 电影 大全 明星 2016 泰国 动作 电影 排行 榜|2|contained_in_title|泰国动作明星
夜 开花 做法 大全|夜开花的做法|夜 开花 的 做法 大全 夜 开花 的 家常 做法 夜 开花 怎 . . . 心 食谱,夜 开花 的 做法 大全 好豆网|2|contained_in_title|夜开花做法
王者 传奇 手机 网游 攻略|王者传奇攻略|王者 传奇 攻略 大全 新手 少 走 弯路 攻略 [ 图 ] 高手 进阶 嗨 客 手机 站|1|contained_in_title|王者传奇攻略
幼儿 园 有哪些 安全 教育|幼儿园安全教育|干货 分享 % 7 c 幼儿 园 安全 教育 有哪些,幼儿 园 安全 教育 大全 百度 文库|2|contained_in_title|幼儿园安全教育
幼儿 园 中班 课堂 游戏|幼儿园中班数学游戏|幼儿 园 中班 数学 游戏 大全 莲山 课件|1|contained_in_title|幼儿园中班游戏
米芾 作品|米芾作品|书法 家 米芾 作品 大全 略 懂|1|same|米芾作品
摩拜 轻骑 2.0|摩拜单车车型|摩拜 单车 车型 汇总 及 新车 解毒 : 第 三 代 轻骑 版 2.0 【 新增 . . .|1|contained_in_title|摩拜轻骑
传奇 手游 名字 大全|传奇手游|经典 1.76 传奇 手游 大全 【 烈火 雷霆 】 震撼 来袭,【 烈火 雷霆 】 传奇 手游 大全 重塑 传奇 经典 打造 全新 大作|2|contained_in_query|传奇手游
假 膜 性 肠炎 症状|假膜性肠炎症状|假 膜 性 肠炎 症状 有哪些 健康 问答 169健康网,假 膜 性 肠炎 症状 有哪些 有 问 必答 快速 问 医生|2|same|假膜性肠炎症状
电影 接口|电影解析接口|最新 可用 vip 电影 解析 接口 大全|1|contained_in_title|电影解析接口
人生 要 看 的 电影|人生必看的电影|人生 必看 的 电影 有哪些 搜狗 问问|1|contained_in_title|人生必看的电影
国民 老公 插曲|国民老公插曲|国民 老公 插曲 有哪些 国民 老公 插曲 歌词 介绍 百度 知道|1|same|国民老公插曲
快手 盒子 恐怖 游戏|快手游戏|快手 游戏 大全 2018 快手 上 最 火 的 游戏 快 手里 的 . . . 当易网|1|contained_in_title|快手游戏
医学 小 常识 大全|医学小常识|医学 小 常识 大全 两性 专题 久久健康网,健康 生活 小 常识 养生 常识 医学 小 常识 大全 999 穴位 网,医学 小 常识 大全 尿频 咋回事 搜狗 问问 \n \n 1 个 回答 \n 提问 时间 ： 2016 年 05 月 07 日,医学 小 常识 大全 相关 软件|4|contained_in_query|医学小常识
古装 武侠 片 电视剧 大全|古装武侠片电视剧|古装 武侠 片 电视剧 大全 排行 榜|1|contained_in_query|古装武侠片电视剧
鼓浪屿 上 的 小吃|鼓浪屿小吃|求 鼓浪屿 小吃 大全 百度 知道|1|contained_in_title|鼓浪屿小吃
柳永 特点|柳永词的艺术特点|柳永词 的 艺术 特点 有哪些 文艺 人物 匿名 天 . . . 天涯 问答|1|contained_in_title|柳永特点
生化 危机 类 完本 小说|生化危机小说|生化 危机 小说 大全 好看 的 生化 危机 小说 推荐 生化 危机 . . .|1|contained_in_title|生化危机类小说
炼丹 升级 类 小说|炼丹小说|炼丹 小说 大全 好看 的 炼丹 小说 推荐 炼丹 小说 排行 榜 话 . . . .|1|contained_in_title|炼丹小说
减肥 需要 摄入 主食|减肥主食|健康 减肥 主食 有哪些 百度 知道|1|contained_in_title|减肥主食
猪 大肠 的 做法 大全|猪大肠家常做法|猪 大肠 家常 做法 大全 精选 菜谱 45 例,猪 大肠 家常 做法 大全 精选 菜谱 15 例,猪 大肠 家常 做法 大全 精选 菜谱 27 例,猪 大肠 家常 做法 大全 精选 菜谱 47 例,猪 大肠 家常 做法 大全 精选 菜谱 49 例,猪 大肠 家常 做法 大全 精选 菜谱 44 例|6|contained_in_title|猪大肠的做法
海鲜 疙瘩 汤 的 家常 做法|海鲜疙瘩汤的做法|海鲜 疙瘩 汤 的 做法 海鲜 疙瘩 汤 的 做法 大全 海鲜 疙瘩 汤 的 家常 做法 怎么 . . .|1|contained_in_title|海鲜疙瘩汤的做法
山西 的 菜谱|山西菜谱|【 山西 菜谱 大全 】 山西 菜谱 大全 厂家 山西 菜 . . . 阿里巴巴|1|contained_in_title|山西菜谱
盗墓 门派|盗墓门派|历史 上 真正 存在 过 的 四大 盗墓 门派 有哪些 【 东方 女性 . . .,历史 上 真正 存在 过 的 四大 盗墓 门派 有哪些 豆丁网,历史 上 真正 存在 过 的 四大 盗墓 门派 有哪些|3|same|盗墓门派
刘兰芳 的 评书 大全|刘兰芳的评书|刘兰芳 的 评书 大全 相关 演员,刘兰芳 的 评书 大全 相关 艺人|2|contained_in_query|刘兰芳的评书
卤肉 调料 图片 配方|卤肉配方|卤肉 配方 大全 及 做法 各 用 卤肉 配料 做法 整合 聚餐网|1|contained_in_title|卤肉配方
阴阳 类 小说 排行 榜|阴阳小说|阴阳 小说 大全 好看 的 阴阳 小说 推荐 阴阳 小说 排行 榜 话 . . . .|1|contained_in_title|阴阳小说
近亲 结婚 的 危害|近亲结婚的危害|近亲 结婚 的 危害 有哪些 百度 宝宝 知道,近亲 结婚 的 危害 有哪些 有 问 必答 快速 问 医生 6 个 回答,近亲 结婚 的 危害 有哪些 有 问 必答 快速 问 医生 6 个 回答 提问 时间 ： 2016 年 11 月 28 日,近亲 结婚 的 危害 有哪些 有 问 必答 快速 问 医生 \n \n 6 个 回答 \n 提问 时间 ： 2016 年 11 月 28 日,近亲 结婚 的 危害 有哪些 有 问 必答 快速 问 医生 \n \n 6 个 回答,近亲 结婚 的 危害 有哪些 启 法 通 : 近亲 结婚 在 法律 上 有效 吗 搜狐 其它 . . .,近亲 结婚 的 危害 有哪些 有 问 必答 快速 问 医生 \n \n 6 个 回答 \n 提问 时间 ： 2016 年 11 月 28 日,近亲 结婚 的 危害 有哪些 ？ 169健康网,近亲 结婚 的 危害 有哪些 有 问 必答 快速 问 医生,近亲 结婚 的 危害 有哪些 搜狗 问问 5 个 回答 提问 时间 ： 2016 年 11 月 02 日,近亲 结婚 的 危害 有哪些 近亲 结婚 对 后代 的 影响 . . . 齐家网,近亲 结婚 的 危害 有哪些 寻医 问 药 网 xywy . com,近亲 结婚 的 危害 有哪些 百度 知道,近亲 结婚 的 危害 有哪些 ？ 169健康网 6 个 回答 提问 时间 ： 2016 年 11 月 28 日,近亲 结婚 的 危害 有哪些 ？ 169 健康 网 \n 6 个 回答 提问 时间 ： 2016 年 11 月 28 日|15|same|近亲结婚的危害
莜麦 面 做法|莜麦面的做法|莜麦 面 的 做法 莜麦 面 的 做法 大全 【 图 】 好豆网|1|contained_in_title|莜麦面做法
修仙 手游 排行 榜|修仙手游|2018 修仙 手游 排行 榜 2018 修仙 手游 大全 手机 腾牛网,修仙 手游 排行 榜 修仙 手游 哪个 好玩 修仙 手游 大全 pc6 . . .,修仙 手游 排行 榜 top 前 十 手机 游戏 大全 海量 劲爆 游戏 任 你 选,修仙 手游 哪个 好玩 修仙 类 手游 大全 2018 修仙 手游 排行 榜 . . . .,修仙 手游 排行 榜 修仙 手游 哪个 好玩 修仙 手游 大全,2018 修仙 手游 排行 榜 2018 修仙 手游 大全 腾牛安卓网,2018 人气 最高 的 修仙 手游 排行 榜 修仙 手游 排行 有哪些 96 . . . .,2017 修仙 手游 排行 榜 2017 修仙 手游 大全 腾牛安卓网|8|contained_in_query|修仙手游
崩坏 3 宿舍 八重樱 事件|崩坏3宿舍隐藏事件|崩坏 3 宿舍 事件 大全 崩坏 3 宿舍 隐藏 事件 汇总 介绍 [ 多图 ] 友情 手机 站,崩坏 3 宿舍 事件 大全 崩坏 3 宿舍 隐藏 事件 汇总 介绍 [ 多图 ] . . . .,崩坏 3 宿舍 隐藏 事件 大全 宿舍 隐藏 事件 触发 攻略 西西 . . .|3|contained_in_title|崩坏3宿舍事件
成都 最近 上影 的 电影|成都电影|成都 电影 大全|1|contained_in_title|成都电影
科幻 机甲 电影 大全|科幻机甲电影|科幻 机甲 电影 大全 约 9055 个 回答 搜狗 知识,科幻 机甲 电影 大全 约 5473 个 回答 搜狗 知识,科幻 机甲 电影 大全 排行 榜,科幻 机甲 电影 大全 约 5871 个 回答 搜狗 知识|4|contained_in_query|科幻机甲电影
精神 病院 大全 游戏|精神病院游戏|精神 病院 游戏 大全 精神 病院 手游 排行 榜 精神 病院 单机 / 网游 九 游|1|contained_in_title|精神病院游戏
90 版本 红眼 毕业 武器|90武器|dnf 90 版本 红眼 毕业 武器 盘点 红眼 90 武器 排行 榜 全球电竞网|1|contained_in_title|90版本红眼毕业武器
妹妹 乳房 小说 大全|妹妹小说|妹妹 小说 大全 好看 的 妹妹 小说 推荐 妹妹 小说 排行 榜 话 . . .,妹妹 小说 大全 好看 的 妹妹 小说 推荐 妹妹 小说 排行 榜 话 . . . .|2|contained_in_title|妹妹小说
类似 于 古墓 丽影 的 手游|类似古墓丽影的手游|类似 古墓 丽影 的 手游 大全 动作 手游 排行 榜 推荐 18183 最 . . . .|1|contained_in_title|类似古墓丽影的手游
豆面 的 做法|豆面的做法|豆面 的 做法 豆面 的 做法 大全 豆面 怎么 做 豆 . . . 豆果 美食|1|same|豆面的做法
春节 年画 大全|春节年画|春节 年画 大全 相关 习俗|1|contained_in_query|春节年画
盗窃 团伙 电影|盗窃电影|高 智商 盗窃 电影 有哪些 百度 知道|1|contained_in_title|盗窃电影
吃 阿胶 禁忌|吃东阿阿胶的禁忌|吃 东阿 阿胶 的 禁忌 有哪些 有 问 必答 快速 问 医生 9 个 回答 提问 时间 ： 2016 年 07 月 30 日,吃 东阿 阿胶 的 禁忌 有哪些 有 问 必答 快速 问 医生 9 个 回答,吃 东阿 阿胶 的 禁忌 有哪些 有 问 必答 快速 问 医生 \n \n 9 个 回答 \n 提问 时间 ： 2016 年 07 月 30 日|3|contained_in_title|吃阿胶禁忌
补肾 的 黑色 食物|补肾的黑色食物|补肾 的 黑色 食物 有哪些 大家 注意|1|same|补肾的黑色食物
漫威 的 观看 顺序|漫威电影|漫威 电影 大全 及 正确 观看 顺序 百度 文库|1|contained_in_title|漫威电影的观看顺序
名人 传奇 故事 大全|名人励志故事|名人 励志 故事 大全 搜狗 问问|1|contained_in_title|名人故事
甜品 汤 的 做法 大全|甜品做法|夏日 主流 甜品 做法 大全 喜欢 甜点 的 亲 果断 收藏 吧 ~,夏日 主流 甜品 做法 大全 喜欢 甜点 的 亲 果断 . . .,甜品 做法 大全 菜谱 大全 带有 图文 步骤 菜谱 美食 天下|3|contained_in_title|甜品做法
郭冬临 春晚 小品|郭冬临小品|2018 郭冬临 小品 大全 郭冬临 2018 春晚 小品 郭冬临 小品 . . .,郭冬临 小品 全集 高清 郭冬临 小品 大全 郭冬临 春晚 小品 . . .,2017 郭冬临 小品 大全 郭冬临 2017 春晚 小品 郭冬临 小品 . . .,2018 郭冬临 小品 大全 郭冬临 2017 春晚 小品 郭冬临 小品 . . .,2018 郭冬临 小品 大全 郭冬临 2017 春晚 小品 郭冬 . . . 小品 屋|5|contained_in_title|郭冬临春晚小品
腾讯 包括 哪些 应用|腾讯手机应用|腾讯 手机 应用 大全 腾讯 手机 软件 下载 腾讯 手机 app 应用 有哪些 飞翔 . . .|1|contained_in_title|腾讯手机应用
影视 电影 大全 在线 观看|影视电影|影视 电影 大全 在线 观看 相关 软件,影视 电影 大全 在线 观看 相关 网站|2|contained_in_query|影视电影在线观看
鸭子 做法 大全 家常|鸭子做法|鸭子 做法 大全 家常 约 20559 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 19062 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 28543 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 27545 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 26547 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 22555 个 回答 搜狗 知识,鸭子 做法 大全 家常 的 相关 内容 搜狗 微信,鸭子 做法 大全 家常 约 23054 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 29042 个 回答 搜狗 知识,鸭子 做法 大全 家常 相关 食物,鸭子 做法 大全 家常 约 24551 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 21557 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 19561 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 20060 个 回答 搜狗 知识,鸭子 做法 大全 家常 约 24052 个 回答 搜狗 知识|15|contained_in_query|鸭子做法
妓女 台湾 电影|妓女电影|迪丽热巴 2017 台湾 妓女 电影 大全 迪丽热巴 2017 台湾 妓女 电影 排行 榜 . . .,台湾 妓女 电影 大全|2|contained_in_title|台湾妓女电影
蘑菇 炒 肉 的 做法 大全|蘑菇的做法|蘑菇 的 做法 大全 蘑菇 的 家常 做法|1|contained_in_title|蘑菇的做法
脑部 肿瘤 症状|脑部肿瘤的症状|脑部 肿瘤 的 症状 都 有哪些 有 问 必答 快速 问 医生,脑部 肿瘤 的 症状 都 有哪些 有 问 必答 快速 问 医生 \n \n 2 个 回答 \n 提问 时间 ： 2014 年 01 月 17 日|2|contained_in_title|脑部肿瘤症状
五四 运动 电影|五四运动的电影|关于 五四 运动 的 电影 关于 五四 运动 的 电影 大全 无极 电影|1|contained_in_title|五四运动电影
无锡新区 新 楼盘|无锡楼盘|无锡 楼盘 大全 无锡 最新 楼盘 信息 新开 新房 出售 安居客|1|contained_in_title|无锡新楼盘
泾县 榔桥镇 附近 景点|泾县景点|泾县 景点 推荐 / 旅游 景点 排名 泾县 景点 大全 / 旅游 . . . 携程|1|contained_in_title|泾县景点
搞笑 的 电脑 段子|搞笑段子|搞笑 段子 大全|1|contained_in_title|搞笑段子
慢性 咽炎 的 症状|慢性咽喉炎症状|慢性 咽喉 炎 症状 有哪些 现在 知道 还 . . .|1|contained_in_title|慢性咽炎的症状
茨威格 的 主要 作品|茨威格作品|茨威格 作品 茨威格 简介 茨威格 作品 大全 当当网|1|contained_in_title|茨威格作品
恒大 成都 楼盘 有哪些|恒大楼盘|谁 知道 成都 恒大 楼盘 有哪些|1|contained_in_title|恒大成都楼盘
阳江 的 海边 旅游 景点|阳江旅游景点|阳江 旅游 景点 大全 2018 阳江 旅游 必 去 景点 阳江 景点 推荐|1|contained_in_title|阳江旅游景点
聊城 特产 大全|聊城小吃|聊城 小吃 聊城 小吃 大全 聊城 特色 小吃 【 香哈网 】|1|contained_in_title|聊城特产
日本 性感 女优 大全|日本性感女优|日本 性感 女优 大全 相关 软件,日本 性感 女优 大全 相关 人物|2|contained_in_query|日本性感女优
宝贝 的 小说|宝贝小说|宝贝 小说 大全 好看 的 宝贝 小说 推荐 宝贝 小说 排行 榜 话 . . .|1|contained_in_title|宝贝小说
鹤壁 有 什么 好玩 的 景点|鹤壁景点|鹤壁 景点 推荐 / 旅游 景点 排名 鹤壁 景点 大全 / 旅游 . . . 携程|1|contained_in_title|鹤壁景点
狐狸精 是 哪个 电视剧|狐狸精的电视剧|有 狐狸精 的 电视剧 有哪些 百度 知道|1|contained_in_title|狐狸精的电视剧
孕妇 明秀 小说|孕妇小说|孕妇 小说 有哪些 搜狗 问问|1|contained_in_title|孕妇小说
问道 常见 元 灵|问道元灵|问道 元 灵 都 有哪些 分别 是 什么 系 的 百度 知道|1|contained_in_title|问道元灵
现代 修神 小说 排行 榜|现代都市修真小说|盘点 十大 现代 都市 修真 小说 排行 榜 修真 高手 的 现代 都市 生活 ! 天天 . . .|1|contained_in_title|现代修神小说
家庭 安全 隐患|家庭安全隐患|家庭 安全 隐患 有哪些 百度 知道,( 急 ) 家庭 安全 隐患 都 有哪些 家庭 安全 隐患 都 手机 爱问,( 急 ) 家庭 安全 隐患 都 有哪些 家庭 安全 隐患 . . . 爱问 知识 人|3|same|家庭安全隐患
枪战 排行 榜|枪战游戏|枪战 游戏 网络 游戏 枪战 游戏 大全 枪战 游戏 排行 榜 绿茶 软件 园,枪战 游戏 大全 单机 版 大型 枪战 游戏 大全 枪战 游戏 排行 榜,枪战 游戏 排行 榜 2016 枪战 游戏 哪个 好玩 枪战 类 单机 游戏 大全 游戏 堡|3|contained_in_title|枪战游戏
搞笑 科幻 电视剧|搞笑电视剧|搞笑 电视剧 大全 搞笑 剧 搞笑 类 题材 电视剧 . . . 漫漫 看|1|contained_in_title|搞笑电视剧
二零一八 年 电视剧 大全|二零一八年电视剧|二零一八 年 电视剧 大全 相关 演员,二零一八 年 电视剧 大全 相关 歌手|2|contained_in_query|二零一八年电视剧
鱼头 炖汤 的 做法 大全|鱼头的做法|鱼头 的 做法 大全 鱼头 怎么 做 好吃 【 图 】 好豆网|1|contained_in_title|鱼头的做法
